section,original_question,generated_question,answer
General,what is bsc cs,What should I know about the Bachelor of Science in Computer Science?,"B.Sc CS is a foundation program in computing, programming, and data structures."
General,what is bsc cs,What are the main subjects covered in a B.Sc CS program?,"B.Sc CS is a foundation program in computing, programming, and data structures."
General,what are electives in msc ca,What elective courses are available in the MSc CA program?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,Can you tell me about the elective options for the MSc CA?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,Which electives can I choose from in the MSc CA curriculum?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,What types of elective classes are offered in the MSc CA program?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,Could you provide a list of electives in the MSc CA?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,What are some examples of elective subjects in the MSc CA?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,Are there any specific electives I can take in the MSc CA?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,What elective options do students have in the MSc CA program?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,What electives can I enroll in as part of the MSc CA?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what are electives in msc ca,Can you share what electives are included in the MSc CA course?,"Electives include AI, Web Tech, Cloud Computing, and Data Science."
General,what programming languages are taught,Which programming languages are included in the curriculum?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,What coding languages do you offer courses in?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,Can you tell me what programming languages students will study?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,What languages are part of the programming course offerings?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,What coding languages will I learn in this program?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,Which programming languages are part of the syllabus?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,What languages are taught in the programming classes?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,Could you provide a list of the programming languages covered?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,What are the main programming languages students will encounter?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,what programming languages are taught,What coding skills will I gain during my studies?,"Students learn C, C++, Python, Java, HTML, JavaScript, SQL, and PHP."
General,how to apply for admission,What are the steps to submit my application for admission?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,How can I start the admission application process?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,Where do I go to apply for admission?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,Can you guide me on how to apply for college?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,What is the procedure for applying for admission?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,How do I complete my application for admission?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,Is there an online platform for submitting my application?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,What do I need to do to apply for admission?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,When can I begin my application for admission?,You can apply online via the official Fergusson College portal during the admission period.
General,how to apply for admission,Can you tell me about the application process for admission?,You can apply online via the official Fergusson College portal during the admission period.
General,when does admission start,What month do admissions typically kick off?,Admissions usually begin in June every year.
General,when does admission start,Can you tell me when the admission process starts?,Admissions usually begin in June every year.
General,when does admission start,When do colleges usually start accepting applications?,Admissions usually begin in June every year.
General,when does admission start,In which month does the admission season begin?,Admissions usually begin in June every year.
General,when does admission start,What is the starting date for admissions each year?,Admissions usually begin in June every year.
General,when does admission start,When should I expect admissions to open?,Admissions usually begin in June every year.
General,when does admission start,Could you let me know when applications become available?,Admissions usually begin in June every year.
General,when does admission start,When do schools start their admission cycles?,Admissions usually begin in June every year.
General,when does admission start,What time of year does the admission process begin?,Admissions usually begin in June every year.
